UNIQUE ID,TASK TYPE,XP OVERRIDE,TIME,COMMUNITY
302760229,1,NONE,1/2/22 19:57,4
243614947,21,4859,1/2/22 19:57,4
909778138,7,NONE,1/2/22 19:57,3
196337033,4,NONE,1/2/22 19:57,1
649191247,5,NONE,1/2/22 19:57,0
403611107,1,NONE,1/2/22 19:57,4
532675748,1,NONE,1/2/22 19:57,0
565998334,7,NONE,1/2/22 19:57,1
690464001,7,NONE,1/2/22 19:57,4
534077345,7,NONE,1/2/22 19:57,4
435012912,7,NONE,1/2/22 19:57,3
785257946,8,NONE,1/2/22 19:57,3
947942643,3,NONE,1/2/22 19:57,0
777205118,2,NONE,1/2/22 19:57,3
720064637,5,NONE,1/2/22 19:57,1
695667290,8,NONE,1/2/22 19:57,0
350804670,10,1427,1/2/22 19:57,2
887847521,8,NONE,1/2/22 19:57,4
389985347,8,NONE,1/2/22 19:56,4
634530780,1,NONE,1/2/22 19:56,3
194034142,2,NONE,1/2/22 19:56,4
930858927,1,NONE,1/2/22 19:56,4
804519925,1,NONE,1/2/22 19:56,2
795081884,3,NONE,1/2/22 19:56,3
597440912,7,NONE,1/2/22 19:56,3
507688246,8,NONE,1/2/22 19:56,0
257384319,1,NONE,1/2/22 19:56,3
123169319,1,NONE,1/2/22 19:56,4
802538082,6,NONE,1/2/22 19:56,4
669526523,2,NONE,1/2/22 19:56,4
482090276,7,NONE,1/2/22 19:56,2
513092426,3,NONE,1/2/22 19:56,1
984880264,3,NONE,1/2/22 19:56,3
877793611,6,NONE,1/2/22 19:56,0
356742544,7,NONE,1/2/22 19:56,3
506808954,3,NONE,1/2/22 19:56,2
427399446,8,NONE,1/2/22 19:56,4
447976531,7,NONE,1/2/22 19:55,0
816457117,3,NONE,1/2/22 19:55,0
548055738,6,NONE,1/2/22 19:55,1
123169319,1,NONE,1/2/22 19:55,4
572860399,6,NONE,1/2/22 19:55,0
171127191,8,NONE,1/2/22 19:55,0
766669202,2,NONE,1/2/22 19:55,1
984531671,7,NONE,1/2/22 19:55,2
726910416,2,NONE,1/2/22 19:55,0
118750730,8,NONE,1/2/22 19:55,2
583082102,7,NONE,1/2/22 19:55,4
731816968,8,NONE,1/2/22 19:55,3
937310629,8,NONE,1/2/22 19:55,4
738101019,7,NONE,1/2/22 19:55,4
381179023,7,NONE,1/2/22 19:55,1
408429676,3,NONE,1/2/22 19:55,4
772520450,7,NONE,1/2/22 19:55,2
669526523,7,NONE,1/2/22 19:55,4
658041368,7,NONE,1/2/22 19:55,0
831805725,4,NONE,1/2/22 19:54,0
496956010,3,NONE,1/2/22 19:54,2
230598343,2,NONE,1/2/22 19:54,2
864141341,7,NONE,1/2/22 19:54,0
616355295,8,NONE,1/2/22 19:54,4
690464001,7,NONE,1/2/22 19:54,4
446082753,1,NONE,1/2/22 19:54,2
115611289,7,NONE,1/2/22 19:54,3
248112022,7,NONE,1/2/22 19:54,1
408429676,6,NONE,1/2/22 19:54,4
152822011,2,NONE,1/2/22 19:54,4
500855990,7,NONE,1/2/22 19:54,2
367097294,7,NONE,1/2/22 19:54,2
496956010,3,NONE,1/2/22 19:54,2
763503507,7,NONE,1/2/22 19:54,1
641888322,4,NONE,1/2/22 19:54,2
658041368,1,NONE,1/2/22 19:54,0
889577604,2,NONE,1/2/22 19:54,1
746070891,1,NONE,1/2/22 19:54,4
768892966,1,NONE,1/2/22 19:54,0
444257989,-5,NONE,1/2/22 19:53,0
156844684,4,NONE,1/2/22 19:53,4
155580877,1,NONE,1/2/22 19:53,4
338905642,1,NONE,1/2/22 19:53,0
454157369,1,NONE,1/2/22 19:53,2
397458687,7,NONE,1/2/22 19:53,1
656249138,7,NONE,1/2/22 19:53,0
171127191,3,NONE,1/2/22 19:53,0
948474284,8,NONE,1/2/22 19:53,1
691073040,8,NONE,1/2/22 19:53,4
115480599,1,NONE,1/2/22 19:53,4
814357265,1,NONE,1/2/22 19:53,0
853711321,2,NONE,1/2/22 19:53,3
941815981,2,NONE,1/2/22 19:53,2
763503507,1,NONE,1/2/22 19:53,1
556682859,8,NONE,1/2/22 19:53,1
572832772,7,NONE,1/2/22 19:53,1
216642122,7,NONE,1/2/22 19:53,3
539873012,1,NONE,1/2/22 19:53,2
747462122,1,NONE,1/2/22 19:53,1
482090276,7,NONE,1/2/22 19:53,2
760593081,4,NONE,1/2/22 19:52,3
739259319,6,NONE,1/2/22 19:52,0
172464511,7,NONE,1/2/22 19:52,4
247533487,8,NONE,1/2/22 19:52,4
687490357,6,NONE,1/2/22 19:52,2
234428802,8,NONE,1/2/22 19:52,4
440859526,7,NONE,1/2/22 19:52,1
542079907,5,NONE,1/2/22 19:52,3
447976531,7,NONE,1/2/22 19:52,0
875206105,1,NONE,1/2/22 19:52,1
867409687,1,NONE,1/2/22 19:52,4
449376596,1,NONE,1/2/22 19:52,2
526696128,2,NONE,1/2/22 19:52,1
616355295,4,NONE,1/2/22 19:52,4
144989553,1,NONE,1/2/22 19:52,3
712040761,7,NONE,1/2/22 19:52,0
920648924,6,NONE,1/2/22 19:52,3
243614947,7,NONE,1/2/22 19:51,4
709296998,8,NONE,1/2/22 19:51,0
192294198,7,NONE,1/2/22 19:51,4
333314209,8,NONE,1/2/22 19:51,3
418348288,1,NONE,1/2/22 19:51,1
566433572,2,NONE,1/2/22 19:51,4
500855990,7,NONE,1/2/22 19:51,2
786134387,7,NONE,1/2/22 19:51,0
219540722,1,NONE,1/2/22 19:51,2
695687553,7,NONE,1/2/22 19:51,3
397644422,2,NONE,1/2/22 19:51,1
340800295,8,NONE,1/2/22 19:51,2
675812505,7,NONE,1/2/22 19:51,3
807554441,7,NONE,1/2/22 19:51,3
367097294,2,NONE,1/2/22 19:51,2
859321020,1,NONE,1/2/22 19:51,4
854758285,3,NONE,1/2/22 19:51,0
937310629,1,NONE,1/2/22 19:51,4
198345490,7,NONE,1/2/22 19:51,2
136741775,3,NONE,1/2/22 19:51,0
386458608,8,NONE,1/2/22 19:51,2
417838698,8,NONE,1/2/22 19:51,0
182902467,3,NONE,1/2/22 19:51,0
572832772,7,NONE,1/2/22 19:51,1
446082753,2,NONE,1/2/22 19:50,2
696293799,5,NONE,1/2/22 19:50,3
381674129,6,NONE,1/2/22 19:50,2
565998334,8,NONE,1/2/22 19:50,1
614635876,7,NONE,1/2/22 19:50,4
533472376,3,NONE,1/2/22 19:50,2
539061256,8,NONE,1/2/22 19:50,2
238860196,8,NONE,1/2/22 19:50,2
239683711,8,NONE,1/2/22 19:50,4
853434796,2,NONE,1/2/22 19:50,3
194034142,7,NONE,1/2/22 19:50,4
678893382,7,NONE,1/2/22 19:50,1
641888322,1,NONE,1/2/22 19:50,2
956512109,7,NONE,1/2/22 19:50,2
226000069,3,NONE,1/2/22 19:50,3
909778138,3,NONE,1/2/22 19:50,3
179953859,2,NONE,1/2/22 19:50,0
454157369,8,NONE,1/2/22 19:50,2
545924432,2,NONE,1/2/22 19:50,3
609450784,-5,NONE,1/2/22 19:50,1
129116663,4,NONE,1/2/22 19:50,1
900538976,2,NONE,1/2/22 19:50,1
421330521,2,NONE,1/2/22 19:50,3
474769345,7,NONE,1/2/22 19:50,3
680782336,7,NONE,1/2/22 19:49,1
873878736,4,NONE,1/2/22 19:49,0
993108326,2,NONE,1/2/22 19:49,0
298091034,5,NONE,1/2/22 19:49,1
697206024,3,NONE,1/2/22 19:49,1
243614947,1,NONE,1/2/22 19:49,4
367097294,4,NONE,1/2/22 19:49,2
952809624,7,NONE,1/2/22 19:49,3
713932174,6,NONE,1/2/22 19:49,3
767442025,5,NONE,1/2/22 19:49,4
426128870,7,NONE,1/2/22 19:49,2
930858927,7,NONE,1/2/22 19:49,4
792898484,7,NONE,1/2/22 19:49,1
920648924,5,NONE,1/2/22 19:49,3
421330521,7,NONE,1/2/22 19:49,3
572832772,7,NONE,1/2/22 19:49,1
789101386,1,NONE,1/2/22 19:49,3
843710935,8,NONE,1/2/22 19:49,2
336141283,8,NONE,1/2/22 19:49,3
741541345,7,NONE,1/2/22 19:48,3
212133496,3,NONE,1/2/22 19:48,3
311028306,3,NONE,1/2/22 19:48,1
412019382,7,NONE,1/2/22 19:48,1
131882816,9,NONE,1/2/22 19:48,4
680782336,2,NONE,1/2/22 19:48,1
243614947,7,NONE,1/2/22 19:48,4
859321020,3,NONE,1/2/22 19:48,4
324711960,1,NONE,1/2/22 19:48,2
506808954,1,NONE,1/2/22 19:48,2
566433572,8,NONE,1/2/22 19:48,4
301058195,4,NONE,1/2/22 19:48,4
989509409,6,NONE,1/2/22 19:48,3
585645708,7,NONE,1/2/22 19:48,1
465041540,7,NONE,1/2/22 19:48,0
394931683,8,NONE,1/2/22 19:48,3
713256507,8,NONE,1/2/22 19:48,0
356742544,7,NONE,1/2/22 19:48,3
268662025,1,NONE,1/2/22 19:47,2
465041540,8,NONE,1/2/22 19:47,0
822660105,1,NONE,1/2/22 19:47,0
865914883,7,NONE,1/2/22 19:47,0
541962997,7,NONE,1/2/22 19:47,0
859321020,7,NONE,1/2/22 19:47,4
695687553,7,NONE,1/2/22 19:47,3
628079413,2,NONE,1/2/22 19:47,2
720064637,7,NONE,1/2/22 19:47,1
652418162,7,NONE,1/2/22 19:47,1
434536590,7,NONE,1/2/22 19:47,0
148882809,2,NONE,1/2/22 19:47,1
474769345,3,NONE,1/2/22 19:47,3
719105288,8,NONE,1/2/22 19:47,2
231598479,3,NONE,1/2/22 19:47,4
374028620,2,NONE,1/2/22 19:47,2
407130429,6,NONE,1/2/22 19:47,1
565998334,8,NONE,1/2/22 19:47,1
900147193,4,NONE,1/2/22 19:46,3
566433572,8,NONE,1/2/22 19:46,4
497260493,6,NONE,1/2/22 19:46,3
700469595,4,NONE,1/2/22 19:46,1
652418162,1,NONE,1/2/22 19:46,1
455932867,7,NONE,1/2/22 19:46,2
123813217,7,NONE,1/2/22 19:46,4
597570428,1,NONE,1/2/22 19:46,1
367097294,1,NONE,1/2/22 19:46,2
572860399,2,NONE,1/2/22 19:46,0
342001280,2,NONE,1/2/22 19:46,3
545924432,3,NONE,1/2/22 19:46,3
376659053,8,NONE,1/2/22 19:46,2
250859733,3,NONE,1/2/22 19:46,2
485852345,7,NONE,1/2/22 19:46,0
234428802,6,NONE,1/2/22 19:46,4
568270157,7,NONE,1/2/22 19:46,0
350804670,7,NONE,1/2/22 19:46,2
387307179,7,NONE,1/2/22 19:46,0
316772198,3,NONE,1/2/22 19:46,3
969294628,2,NONE,1/2/22 19:46,3
597570428,8,NONE,1/2/22 19:46,1
831974160,6,NONE,1/2/22 19:45,3
129116663,2,NONE,1/2/22 19:45,1
597607100,1,NONE,1/2/22 19:45,3
174302497,7,NONE,1/2/22 19:45,4
289615889,2,NONE,1/2/22 19:45,2
269744168,3,NONE,1/2/22 19:45,3
971733220,1,NONE,1/2/22 19:45,3
245740067,8,NONE,1/2/22 19:45,0
903926643,3,NONE,1/2/22 19:45,1
452547118,7,NONE,1/2/22 19:45,3
665689714,7,NONE,1/2/22 19:45,2
972747399,7,NONE,1/2/22 19:45,2
933736779,7,NONE,1/2/22 19:45,3
317980848,1,NONE,1/2/22 19:45,3
656249138,7,NONE,1/2/22 19:45,0
497260493,8,NONE,1/2/22 19:45,3
225526426,2,NONE,1/2/22 19:45,1
649460109,7,NONE,1/2/22 19:45,1
859394870,1,NONE,1/2/22 19:45,4
904695399,7,NONE,1/2/22 19:45,1
513704579,1,NONE,1/2/22 19:44,0
534261932,4,NONE,1/2/22 19:44,4
648095953,8,NONE,1/2/22 19:44,4
513086107,7,NONE,1/2/22 19:44,4
426128870,5,NONE,1/2/22 19:44,2
230598343,8,NONE,1/2/22 19:44,2
172464511,2,NONE,1/2/22 19:44,4
720064637,7,NONE,1/2/22 19:44,1
698337664,7,NONE,1/2/22 19:44,4
465041540,8,NONE,1/2/22 19:44,0
909034385,7,NONE,1/2/22 19:44,1
192294198,10,4443,1/2/22 19:44,4
731816968,7,NONE,1/2/22 19:44,3
651229141,2,NONE,1/2/22 19:44,1
570087545,8,NONE,1/2/22 19:44,3
572860399,4,NONE,1/2/22 19:44,0
656249138,8,NONE,1/2/22 19:43,0
176789557,2,NONE,1/2/22 19:43,3
741541345,2,NONE,1/2/22 19:43,3
975906359,6,NONE,1/2/22 19:43,2
930858927,8,NONE,1/2/22 19:43,4
341348094,7,NONE,1/2/22 19:43,2
484599977,7,NONE,1/2/22 19:43,0
355290054,1,NONE,1/2/22 19:43,3
583082102,7,NONE,1/2/22 19:43,4
937310629,7,NONE,1/2/22 19:43,4
673588369,3,NONE,1/2/22 19:43,1
784900071,1,NONE,1/2/22 19:43,3
683716637,7,NONE,1/2/22 19:43,4
444257989,1,NONE,1/2/22 19:43,0
917552483,8,NONE,1/2/22 19:43,3
322316483,7,NONE,1/2/22 19:43,1
376659053,8,NONE,1/2/22 19:43,2
713932174,3,NONE,1/2/22 19:43,3
199128774,3,NONE,1/2/22 19:43,2
317980848,7,NONE,1/2/22 19:43,3
696293799,2,NONE,1/2/22 19:43,3
206871572,4,NONE,1/2/22 19:43,2
609450784,7,NONE,1/2/22 19:43,1
474769345,6,NONE,1/2/22 19:43,3
179953859,5,NONE,1/2/22 19:43,0
716686338,-5,NONE,1/2/22 19:43,2
248112022,2,NONE,1/2/22 19:43,1
712040761,2,NONE,1/2/22 19:42,0
223185663,3,NONE,1/2/22 19:42,0
841546974,1,NONE,1/2/22 19:42,1
928152881,2,NONE,1/2/22 19:42,4
311911188,2,NONE,1/2/22 19:42,2
531381493,7,NONE,1/2/22 19:42,4
386458608,1,NONE,1/2/22 19:42,2
515848297,3,NONE,1/2/22 19:42,2
675812505,7,NONE,1/2/22 19:42,3
831805725,6,NONE,1/2/22 19:42,0
223234635,3,NONE,1/2/22 19:42,4
196689930,4,NONE,1/2/22 19:42,2
417801773,2,NONE,1/2/22 19:42,0
243514347,4,NONE,1/2/22 19:42,4
720064637,7,NONE,1/2/22 19:42,1
819658367,1,NONE,1/2/22 19:42,2
747462122,6,NONE,1/2/22 19:41,1
578158439,1,NONE,1/2/22 19:41,3
989509409,2,NONE,1/2/22 19:41,3
875206105,7,NONE,1/2/22 19:41,1
482024198,2,NONE,1/2/22 19:41,3
348044233,7,NONE,1/2/22 19:41,1
759089644,1,NONE,1/2/22 19:41,2
239683711,3,NONE,1/2/22 19:41,4
297577205,2,NONE,1/2/22 19:41,4
646580377,7,NONE,1/2/22 19:41,0
688642539,1,NONE,1/2/22 19:41,3
496956010,8,NONE,1/2/22 19:41,2
696293799,8,NONE,1/2/22 19:41,3
273088994,8,NONE,1/2/22 19:41,0
548055738,8,NONE,1/2/22 19:41,1
585645708,1,NONE,1/2/22 19:41,1
713932174,3,NONE,1/2/22 19:41,3
936892486,4,NONE,1/2/22 19:41,0
909034385,4,NONE,1/2/22 19:41,1
759784785,7,NONE,1/2/22 19:41,0
746070891,6,NONE,1/2/22 19:41,4
194393955,6,NONE,1/2/22 19:41,0
572832772,7,NONE,1/2/22 19:40,1
302760229,2,NONE,1/2/22 19:40,4
192294198,7,NONE,1/2/22 19:40,4
971733220,7,NONE,1/2/22 19:40,3
342201387,1,NONE,1/2/22 19:40,3
734049627,8,NONE,1/2/22 19:40,4
369217303,7,NONE,1/2/22 19:40,0
952809624,2,NONE,1/2/22 19:40,3
555737776,8,NONE,1/2/22 19:40,3
336709484,1,NONE,1/2/22 19:40,4
374028620,2,NONE,1/2/22 19:40,2
963086724,8,NONE,1/2/22 19:40,4
281691200,7,NONE,1/2/22 19:40,2
889745998,2,NONE,1/2/22 19:40,3
183599997,2,NONE,1/2/22 19:40,0
183599997,1,NONE,1/2/22 19:40,0
696293799,8,NONE,1/2/22 19:40,3
474769345,6,NONE,1/2/22 19:40,3
290123483,8,NONE,1/2/22 19:40,1
513704579,9,NONE,1/2/22 19:40,0
917552483,2,NONE,1/2/22 19:40,3
495896081,3,NONE,1/2/22 19:40,3
452547118,8,NONE,1/2/22 19:39,3
691073040,1,NONE,1/2/22 19:39,4
341348094,8,NONE,1/2/22 19:39,2
290123483,8,NONE,1/2/22 19:39,1
176789557,4,NONE,1/2/22 19:39,3
922021588,3,NONE,1/2/22 19:39,1
526696128,2,NONE,1/2/22 19:39,1
301886287,7,NONE,1/2/22 19:39,3
534077345,9,NONE,1/2/22 19:39,4
342201387,4,NONE,1/2/22 19:39,3
930858927,6,NONE,1/2/22 19:39,4
870479657,6,NONE,1/2/22 19:39,4
529073495,7,NONE,1/2/22 19:39,0
559737031,2,NONE,1/2/22 19:39,2
338905642,7,NONE,1/2/22 19:39,0
820341592,2,NONE,1/2/22 19:39,0
328436517,2,NONE,1/2/22 19:39,3
226000069,6,NONE,1/2/22 19:39,3
843710935,7,NONE,1/2/22 19:38,2
212133496,1,NONE,1/2/22 19:38,3
397458687,3,NONE,1/2/22 19:38,1
726910416,7,NONE,1/2/22 19:38,0
301897131,8,NONE,1/2/22 19:38,0
206871572,7,NONE,1/2/22 19:38,2
444842507,5,NONE,1/2/22 19:38,0
247533487,6,NONE,1/2/22 19:38,4
802538082,10,3823,1/2/22 19:38,4
426128870,6,NONE,1/2/22 19:38,2
821481028,1,NONE,1/2/22 19:38,2
223185663,4,NONE,1/2/22 19:38,0
649460109,4,NONE,1/2/22 19:38,1
777205118,7,NONE,1/2/22 19:38,3
589527983,2,NONE,1/2/22 19:38,1
952809624,2,NONE,1/2/22 19:38,3
572832772,6,NONE,1/2/22 19:38,1
869581506,2,NONE,1/2/22 19:38,2
649460109,7,NONE,1/2/22 19:38,1
777205118,5,NONE,1/2/22 19:38,3
719105288,8,NONE,1/2/22 19:38,2
589959366,3,NONE,1/2/22 19:38,3
706259671,7,NONE,1/2/22 19:38,4
397458687,7,NONE,1/2/22 19:38,1
706259671,1,NONE,1/2/22 19:38,4
945721366,7,NONE,1/2/22 19:38,4
873878736,4,NONE,1/2/22 19:38,0
496956010,3,NONE,1/2/22 19:37,2
984782042,4,NONE,1/2/22 19:37,4
984782042,4,NONE,1/2/22 19:37,4
324691533,2,NONE,1/2/22 19:37,4
113114336,2,NONE,1/2/22 19:37,0
738101019,8,NONE,1/2/22 19:37,4
719105288,7,NONE,1/2/22 19:37,2
936892486,2,NONE,1/2/22 19:37,0
515496954,8,NONE,1/2/22 19:37,4
414522091,8,NONE,1/2/22 19:37,0
568270157,3,NONE,1/2/22 19:37,0
840209189,8,NONE,1/2/22 19:37,4
645189192,7,NONE,1/2/22 19:37,2
324711960,3,NONE,1/2/22 19:37,2
705030101,3,NONE,1/2/22 19:37,1
669526523,7,NONE,1/2/22 19:37,4
239748555,8,NONE,1/2/22 19:37,0
225526426,2,NONE,1/2/22 19:37,1
616355295,1,NONE,1/2/22 19:37,4
176789557,6,NONE,1/2/22 19:37,3
578158439,4,NONE,1/2/22 19:36,3
107870000,8,NONE,1/2/22 19:36,3
578158439,3,NONE,1/2/22 19:36,3
332761364,4,NONE,1/2/22 19:36,2
957781834,8,NONE,1/2/22 19:36,4
210742582,6,NONE,1/2/22 19:36,3
474436103,3,NONE,1/2/22 19:36,1
568270157,3,NONE,1/2/22 19:36,0
519548647,7,NONE,1/2/22 19:36,0
859394870,7,NONE,1/2/22 19:36,4
441459229,7,NONE,1/2/22 19:36,4
948474284,8,NONE,1/2/22 19:36,1
316772198,7,NONE,1/2/22 19:36,3
426128870,1,NONE,1/2/22 19:36,2
198345490,6,NONE,1/2/22 19:36,2
985893408,3,NONE,1/2/22 19:36,3
118750730,6,NONE,1/2/22 19:36,2
713932174,4,NONE,1/2/22 19:36,3
661424384,8,NONE,1/2/22 19:36,4
162626771,8,NONE,1/2/22 19:36,1
506808954,4,NONE,1/2/22 19:36,2
802538082,7,NONE,1/2/22 19:36,4
928152881,3,NONE,1/2/22 19:36,4
236843764,8,NONE,1/2/22 19:36,2
348044233,8,NONE,1/2/22 19:35,1
985893408,3,NONE,1/2/22 19:35,3
725049012,3,NONE,1/2/22 19:35,4
539873012,3,NONE,1/2/22 19:35,2
786134387,2,NONE,1/2/22 19:35,0
528194050,7,NONE,1/2/22 19:35,4
124858998,1,NONE,1/2/22 19:35,2
317980848,3,NONE,1/2/22 19:35,3
301897131,3,NONE,1/2/22 19:35,0
866422727,3,NONE,1/2/22 19:35,3
384641587,7,NONE,1/2/22 19:35,1
386458608,7,NONE,1/2/22 19:35,2
526696128,4,NONE,1/2/22 19:35,1
484136123,7,NONE,1/2/22 19:35,3
271356189,2,NONE,1/2/22 19:35,0
519548647,7,NONE,1/2/22 19:35,0
803419372,6,NONE,1/2/22 19:35,3
840209189,2,NONE,1/2/22 19:35,4
144989553,1,NONE,1/2/22 19:35,3
859321020,7,NONE,1/2/22 19:35,4
554383393,3,NONE,1/2/22 19:35,2
700469595,1,NONE,1/2/22 19:35,1
135012488,2,NONE,1/2/22 19:35,3
688642539,4,NONE,1/2/22 19:35,3
911987773,8,NONE,1/2/22 19:34,1
665689714,2,NONE,1/2/22 19:34,2
426128870,1,NONE,1/2/22 19:34,2
803419372,7,NONE,1/2/22 19:34,3
161417048,3,NONE,1/2/22 19:34,0
534077345,7,NONE,1/2/22 19:34,4
161417048,7,NONE,1/2/22 19:34,0
770230637,7,NONE,1/2/22 19:34,3
967666424,6,NONE,1/2/22 19:34,3
474769345,7,NONE,1/2/22 19:34,3
348044233,3,NONE,1/2/22 19:34,1
257384319,3,NONE,1/2/22 19:34,3
414522091,8,NONE,1/2/22 19:34,0
917958572,4,NONE,1/2/22 19:34,0
634530780,3,NONE,1/2/22 19:33,3
680782336,7,NONE,1/2/22 19:33,1
281691200,7,NONE,1/2/22 19:33,2
380716065,1,NONE,1/2/22 19:33,3
